# EMerald Generated Color Map Export File for /Users/bbloss/EMeraldCodes/disco-tif/example_data/E020N40/E020N40.tif
INTERPOLATION:INTERPOLATED
2067,249,228,253,255,2067
2077,250,229,253,255,2077
2087,250,229,252,255,2087
2097,250,230,252,255,2097
2107,250,230,252,255,2107
2117,250,231,252,255,2117
2127,250,231,252,255,2127
2137,250,232,252,255,2137
2147,250,232,252,255,2147
2157,250,232,252,255,2157
2168,251,233,252,255,2168
2178,251,233,252,255,2178
2188,251,234,252,255,2188
2198,251,234,252,255,2198
2208,251,235,252,255,2208
2218,251,235,252,255,2218
2228,251,236,252,255,2228
2238,251,236,252,255,2238
2248,251,236,252,255,2248
2258,252,237,252,255,2258
2268,252,237,252,255,2268
2278,252,238,252,255,2278
2288,252,238,252,255,2288
2298,252,239,252,255,2298
2308,252,239,252,255,2308
2318,252,240,252,255,2318
2328,252,240,252,255,2328
2338,252,240,252,255,2338
2348,252,241,252,255,2348
2359,253,241,252,255,2359
2369,253,242,252,255,2369
2379,253,242,252,255,2379
2389,253,243,252,255,2389
2399,253,243,252,255,2399
2409,253,244,252,255,2409
2419,253,244,252,255,2419
2429,253,244,252,255,2429
2439,253,245,252,255,2439
2449,254,245,252,255,2449
2459,254,246,252,255,2459
2469,254,246,252,255,2469
2479,254,247,252,255,2479
2489,254,247,252,255,2489
2499,254,248,252,255,2499
2509,254,248,252,255,2509
2519,254,249,251,255,2519
2529,254,249,251,255,2529
2540,255,249,251,255,2540
